babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
babis,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-02.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-01.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-03.html
dmitry,google ads,file:////home/babis/Code/GitHub/yooreeka/data/ch02/biz-02.html
